name,abbreviation,url,fs_id,fs_doi,description,status,record_type,countries,year_created,funder,funder_type,maintaining_institution,maintaining_type,contact_name,contact_email,data_access_condition,data_deposition_condition,data_preservation_policy,linked_licence_name,linked_licence_url,related_standard_name,standard_relation,cross_references,object_types,subjects,tags,publications,similarity_score,_norm_name,_norm_abbreviation,_norm_domain,_match_type,_matched_to
QUADRatlas,,https://rg4db.cibio.unitn.it/,4416,10.25504/FAIRsharing.6a8f6f,"QUADRatlas is a database of experimentally-derived and computationally predicted RNA G-quadruplex (RG4s) in the human transcriptome, enriched with biological function and disease associations. QUADRatlas includes known interactions of RG4s with RNA-binding proteins (RBPs), complemented with an extensive RBP binding sites dataset. Users can thus intersect RG4s with their potential regulators and effectors, enabling the formulation of novel hypotheses on RG4 regulation, function and pathogenicity. To support this capability, we provide analysis tools for predicting whether an RBP can bind RG4s, RG4 enrichment in a gene set, and de novo RG4 prediction. Genome-browser and table views allow exploring, filtering, and downloading the data quickly for individual genes and in batch. ",ready,knowledgebase,France; Italy,,,,"Department CIBIO, University of Trento",University,Erik Dassi,erik.dassi@unitn.it,open,not applicable,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0),https://creativecommons.org/licenses/by-nc-sa/4.0/,,,https://ngdc.cncb.ac.cn/databasecommons/database/id/8163,dataset,Molecular biology; Computational Biology; Transcriptomics; Omics; Biology; Bioinformatics; Cell Biology; Genomics,rna g-quadruplex; rg4,10.1093/nar/gkac782,0.1433452253029989,quadratlas,,rg4db.cibio.unitn.it,,
Human Ageing Genomic Resources,HAGR,https://genomics.senescence.info/,1703,10.25504/FAIRsharing.bw1e90,"The Human Ageing Genomic Resources (HAGR) is a collection of databases and tools for the biology and genetics of ageing. HAGR features several databases with high-quality, manually-curated data: 1) GenAge, a database of genes associated with ageing in humans and model organisms; 2) AnAge, an extensive collection of longevity records and complementary traits for over 4,000 vertebrate species; and 3) GenDR, a database containing both gene mutations that interfere with dietary restriction-mediated lifespan extension and consistent gene expression changes induced by dietary restriction.",ready,knowledgebase,United Kingdom,,"The Wellcome Trust, UK",Charitable foundation,"Institute of Integrative Biology, University of Liverpool, Liverpool, UK",Government body,João Pedro de Magalhães,jp@senescence.info,open,not applicable,,"Creative Commons Attribution 3.0 Unported (CC BY 3.0); HAGR Disclaimer, Credits and Copyright",https://creativecommons.org/licenses/by/3.0/; http://genomics.senescence.info/legal.html,,,https://www.re3data.org/repository/r3d100011871; https://scicrunch.org/resolver/RRID:SCR_007700,dataset; image; model,Geriatric Medicine; Biomedical Science; Genomics,,10.1111/j.1474-9726.2008.00442.x,0.1432226761354084,human ageing genomic resources,hagr,genomics.senescence.info,,
Turkish Journal of Veterinary Research,TJVR,https://dergipark.org.tr/en/pub/tjvr,2565,10.25504/FAIRsharing.vrs7vz,This resource is no longer available because its underlying source material is not in scope for FAIRsharing.Maintainers previously linked: [1170]. Licences previously linked: [167].,ready,repository,Turkey,,,,,,Ebubekir Ceylan,ebubekirceylan@gmail.com,not found,not found,,,,,,,,Veterinary Medicine; Clinical Veterinary Medicine,,,0.1432217751307852,turkish journal of veterinary research,tjvr,dergipark.org.tr,,
Data.CDC.gov,Data.CDC.gov,https://data.cdc.gov,2897,10.25504/FAIRsharing.szgagY,Data.CDC.gov hosts data sets published by the Centers for Disease Control and Prevention on public health topics.,ready,repository,United States,,United States Department of Health and Human Services,Government body,Centers for Disease Control and Prevention,Government body,Data@cdc.gov,data@cdc.gov,open,not applicable,,CDC Privacy Policy; HHS Privacy Policy; U.S. Public Domain,http://www.cdc.gov/Other/privacy.html; http://www.hhs.gov/privacy.html; https://www.usa.gov/government-works,,,,dataset,Public Health,,,0.1431408752859228,data.cdc.gov,data.cdc.gov,data.cdc.gov,,
Pharmacogenomics Knowledge Base,PharmGKB,https://www.pharmgkb.org/,2058,10.25504/FAIRsharing.t7yckc,"PharmGKB curates primary genotype and phenotype data, annotates gene variants and gene-drug-disease relationships via literature review, and summarizes important PGx genes and drug pathways. PharmGKB collects, curates and disseminates knowledge about the impact of human genetic variation on drug responses.",ready,knowledgebase,United States,,"National Institutes of Health (NIH), Bethesda, MD, USA; National Institute of General Medical Sciences (NIGMS), Bethesda, MD, USA",Government body,"Stanford University, CA, USA",University,General contact,feedback@pharmgkb.org,open,not applicable,,Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0); PharmGKB Data Usage Policy,https://creativecommons.org/licenses/by-sa/4.0/; https://www.pharmgkb.org/page/dataUsagePolicy,,,https://www.re3data.org/repository/r3d100012325; https://scicrunch.org/resolver/RRID:SCR_002689,dataset,Life Science; Pharmacogenomics; Biomedical Science; Genetics; Drug Metabolism,,10.1038/sj.tpj.6500035,0.1430521509645721,pharmacogenomics knowledge base,pharmgkb,pharmgkb.org,,
National Database for Autism Research,NDAR,http://ndar.nih.gov/,2024,10.25504/FAIRsharing.hsyjka,"National Database for Autism Research (NDAR) is an extensible, scalable informatics platform for austism spectrum disorder-relevant data at all levels of biological and behavioral organization (molecules, genes, neural tissue, behavioral, social and environmental interactions) and for all data types (text, numeric, image, time series, etc.). NDAR was developed to share data across the entire ASD field and to facilitate collaboration across laboratories, as well as interconnectivity with other informatics platforms.",deprecated,repository,United States,,"National Institutes of Health (NIH), Bethesda, MD, USA",Government body,"National Institute of Mental Health (NIMH), Bethesda, MD, USA",Government body,,ndarhelp@mail.nih.gov,not found,not found,,Open Data Commons Public Domain Dedication & License (PDDL) v1.0,http://opendatacommons.org/licenses/pddl/1.0/,,,,object type not found,Biomedical Science,,10.1007/s12021-012-9151-4,0.1429227977569104,national database for autism research,ndar,ndar.nih.gov,,
Accelerating Medicines Partnership in Common Metabolic Diseases Knowledge Portal,AMP-CMD,https://hugeamp.org/,5556,10.25504/FAIRsharing.0ce6b6,"The Common Metabolic Diseases Knowledge Portal (CMDKP) aggregates and analyzes genetic association results, epigenomic annotations, and results of computational prediction methods to provide data, visualizations, and tools in an open-access portal. The aim of the CMDKP is to facilitate research on the molecular basis of complex diseases, including type 1 and type 2 diabetes, cardiovascular and cerebrovascular disease, and sleep disorders.",ready,repository,United States,,National Institute of Diabetes and Digestive and Kidney Diseases; National Institutes of Health,Government body,The Human Genetics Amplifier (HuGeAMP),Consortium,,,open,controlled,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0),https://creativecommons.org/licenses/by-nc-sa/4.0/,,,,dataset; image,Genetics,,,0.1426473823258485,accelerating medicines partnership in common metabolic diseases knowledge portal,amp-cmd,hugeamp.org,,
AURIN Data Portal ,,https://data.aurin.org.au/?_gl=1*1vxf64a*_ga*MTYwMzQ0Mzk1Ni4xNzc0NDU0ODMy*_ga_F4HMHG6N96*czE3NzQ0NTQ4MzEkbzEkZzEkdDE3NzQ0NTQ5NjkkajYwJGwwJGgw,7926,,"The AURIN Data Portal is an open access platform that brings together a wide range of spatial and statistical datasets for urban research in Australia. It provides information on population, housing, infrastructure, transport, environment, health, and more, all in one place to support analysis and planning. Users can visualize, download, or integrate data for research, policy development, and decision-making in urban and regional contexts.",ready,repository,Australia,,National Collaborative Research Infrastructure Strategy,Government body,"The University of Melbourne, Australia;  Australian Urban Research Infrastructure Network (AURIN)",Research institute; University,General Contact,support@aurin.org.au,partially open,controlled,,Creative Commons Attribution 3.0 Australia (CC BY 3.0 AU); Creative Commons Attribution 4.0 International (CC BY 4.0); Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Australia (CC BY-NC-SA 3.0 AU); Creative Commons Attribution 2.5 Australia (CC BY 2.5 AU),https://creativecommons.org/licenses/by/3.0/au/; https://creativecommons.org/licenses/by/4.0/; https://creativecommons.org/licenses/by-nc-sa/3.0/au/; https://creativecommons.org/licenses/by/2.5/au/,,,https://www.re3data.org/repository/r3d100014110,dataset,Environmental Science; Urban Planning; Demographics; Epidemiology; Geography; Public Health; Social Science,Geographic Information System (GIS); urban science; public policy,,0.1426443268463626,aurin data portal,,data.aurin.org.au,,
PhenoDis,PhenoDis,https://mips.helmholtz-muenchen.de/phenodis/,2835,10.25504/FAIRsharing.FwFGGF,"PhenoDis is a manually annotated database providing symptomatic, genetic and imprinting information about rare cardiac diseases. PhenoDis is primarily concerned with the assignment of clinical symptoms to rare diseases using the biomedical literature as information source and the Human Phenotype Ontology (HPO) as vocabulary. 
",ready,knowledgebase,Germany,,,,"Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH)",Government body,Dr. Andreas Ruepp,andreas.ruepp@helmholtz-muenchen.de,open,not applicable,,Helmholtz Zentrum Muenchen Imprint,https://www.helmholtz-muenchen.de/en/imprint/index.html,,,,dataset,Genetics; Cardiology,,10.1186/s13023-018-0765-y,0.1424142076339953,phenodis,phenodis,mips.helmholtz-muenchen.de,,
UNdata,UNdata,http://data.un.org/,3167,10.25504/FAIRsharing.51f4b1,"UNdata is an international statistical database providing search and download options for a variety of statistical resources compiled by the United Nations (UN) statistical system and other international agencies. The numerous databases or tables, collectively known as ""datamarts"", contain over 60 million data points and cover a wide range of statistical themes including agriculture, crime, communication, development assistance, education, energy, environment, finance, gender, health, labour market, manufacturing, national accounts, population and migration, science and technology, tourism, transport and trade.",ready,knowledgebase,Worldwide,,,,"Statistics Division, United Nations Department of Economic and Social Affairs (UN DESA), United Nations, New York, NY, USA",Government body,UNdata General Contact,statistics@un.org,open,not applicable,,UNdata Conditions of Use,http://data.un.org/Host.aspx?Content=UNdataUse,,,https://www.re3data.org/repository/r3d100010762,dataset,Agriculture; Environmental Science; Public Finance; Demographics; Developmental Biology; Health Science; Criminology; Global Health; Education Science; Energy Engineering,tourism,,0.1423185679965836,undata,undata,data.un.org,,
Selective Targets database,SelTarbase,http://www.seltarbase.org/,2635,10.25504/FAIRsharing.946cef,"The Selective Targets database (SelTarbase ) is a curated database of public MNR mutation data in microsatellite unstable human tumors. A comprehensive database of all human coding, untranslated, non-coding RNA- and intronic MNRs (MNR_ensembl) is also included.",deprecated,repository,Germany,,"Deutsche Krebshilfe; Klaus Tschira Foundation, Heidelberg, Germany",Charitable foundation,,,Stefan M. Woerner,stefan.woerner@medma.uni-heidelberg.de,open,open,,SelTarbase Disclaimer,http://www.seltarbase.org/?extension=latest&topic=impressum,,,,object type not found,Life Science; Biomedical Science,,10.1093/nar/gkp839,0.1422434115863058,selective targets database,seltarbase,seltarbase.org,,
CCDI Molecular Targets Platform,MTP,https://moleculartargets.ccdi.cancer.gov/,5590,10.25504/FAIRsharing.696237,"The CCDI MTP allows researchers to browse and identify associations between molecular targets, diseases, and drugs specific for childhood cancers.",ready,knowledgebase,United States,,National Institutes of Health,Government body,"National Cancer Institute, National Institutes of Health",Government body,,,partially open,not found,,,,,,,dataset,Computational Biology; Clinical Studies,childhood cancer,,0.1418844760019134,ccdi molecular targets platform,mtp,moleculartargets.ccdi.cancer.gov,,
